,Site_Id,Salinity (ppt),Dissolved Oxygen (mg/L),pH (standard units),Secchi Depth (m),Water Depth (m),Water Temp (?C),Air Temp-Celsius,Air Temp (?F),AirTemp (C)
359,B,0.2,6.1,6.9,0.25,0.25,7.0,,41.0,5.0
360,C,3.0,1.9,8.5,0.5,0.5,27.0,,84.2,29.0
361,C,0.1,1.9,8.8,,,27.0,,82.4,28.0
362,C,1.0,2.4,8.0,5.8,5.8,34.0,,,-17.77777778
363,C,1.0,3.7,7.8,0.8,0.8,18.0,,60.0,15.55555556
364,C,0.1,5.5,6.6,0.55,0.55,19.0,,,-17.77777778
365,C,0.0,3.7,7.7,0.55,0.55,43.0,,72.0,22.22222222
366,C,0.2,10.0,7.8,0.6,0.6,17.0,,,-17.77777778
367,C,,4.3,7.9,0.7,0.7,,,50.0,10.0
368,C,0.1,7.3,6.9,0.7,0.7,5.0,,41.0,5.0
369,D,0.2,2.5,8.6,0.63,1.25,27.0,,85.46,29.7
370,D,3.0,2.8,8.0,,,28.0,,87.8,31.0
371,D,0.0,1.5,7.4,1.75,1.85,34.5,,,-17.77777778
372,D,0.0,1.9,7.6,0.5,1.65,18.0,,,-17.77777778
373,D,0.0,3.25,7.3,0.55,1.55,17.0,,,-17.77777778
374,D,0.4,3.4,7.4,0.95,1.35,42.5,,72.0,22.22222222
375,D,0.0,6.5,8.0,1.05,1.5,15.0,,60.0,15.55555556
376,D,0.0,6.45,8.8,1.15,1.35,,,37.2,2.888888889
377,D,0.0,7.8,8.9,0.8,1.4,11.0,,49.0,9.444444444
378,D,0.0,8.25,8.0,1.1,1.4,5.0,,41.0,5.0
379,Bay,1.2,11.2,7.2,0.28,0.5,9.0,,58.82,14.9
380,Bay,1.1,11.2,6.7,0.28,0.6,15.0,,,-17.77777778
381,Bay,1.8,1.8,9.5,0.35,0.35,27.0,,,-17.77777778
382,Bay,3.0,7.0,9.2,0.4,0.65,28.0,,86.54,30.3
383,Bay,3.0,3.0,9.1,,,29.0,,87.8,31.0
384,Bay,2.2,1.9,8.5,0.9,0.95,28.0,,76.6,24.77777778
385,Bay,2.0,4.8,5.7,0.42,0.5,16.0,,65.0,18.33333333
386,Bay,0.3,4.3,8.6,0.5,0.5,24.5,,,-17.77777778
387,Bay,1.0,7.5,8.1,5.5,5.5,14.0,,60.0,15.55555556
388,Bay,1.0,8.7,9.1,0.5,0.85,11.0,,48.0,8.888888889
389,Bay,0.1,6.1,7.0,0.25,0.45,5.0,,41.0,5.0
390,A,0.08,,8.0,0.95,1.05,9.0,,43.0,6.111111111
391,A,1.5,5.0,8.1,0.9,1.1,15.0,,58.0,14.44444444
392,A,1.0,,7.5,0.85,0.88,14.0,,48.0,8.888888889
393,A,1.0,,7.0,0.55,1.05,19.0,,,-17.77777778
394,A,0.5,3.6,7.1,0.9,1.0,23.0,,75.0,23.88888889
395,A,1.0,6.4,8.2,0.85,0.9,27.0,,71.0,21.66666667
396,A,0.5,,7.8,0.65,0.65,15.0,,58.0,14.44444444
397,A,1.0,,8.0,0.45,0.55,27.0,,72.0,22.22222222
398,A,1.0,5.5,8.0,0.55,0.55,30.5,,84.2,29.0
399,A,0.8,,8.1,0.37,0.8,31.0,,80.6,27.0
400,A,0.05,6.1,8.0,0.55,0.55,25.0,,78.0,25.55555556
401,A,0.0,,6.4,0.65,0.65,29.0,,83.0,28.33333333
402,A,0.0,5.2,7.5,0.65,0.65,25.0,,72.0,22.22222222
403,A,0.0,,8.0,0.9,0.9,21.0,,72.0,22.22222222
404,A,0.0,5.8,,0.4,0.75,22.0,,70.0,21.11111111
405,A,1.1,8.7,8.3,0.55,0.7,35.0,,84.0,28.88888889
406,A,1.0,,8.7,0.63,0.63,21.0,,67.0,19.44444444
407,A,0.0,9.75,8.2,0.65,0.65,16.0,,58.0,14.44444444
408,A,1.0,,7.5,0.5,0.75,13.0,,55.0,12.77777778
409,A,1.0,,8.0,0.75,0.75,7.5,,45.0,7.222222222
410,A,1.0,9.9,8.2,0.7,0.7,9.0,,44.0,6.666666667
411,B,1.0,6.4,7.1,0.35,0.35,5.0,,46.0,7.777777778
412,B,1.2,,7.8,0.4,0.4,10.0,,43.0,6.111111111
413,B,1.2,,7.8,0.37,0.37,14.0,,58.0,14.44444444
414,B,1.5,10.0,7.8,0.3,0.3,12.5,,48.0,8.888888889
415,B,1.5,,7.0,0.35,0.35,21.0,,,-17.77777778
416,B,1.0,3.5,7.5,0.15,0.15,25.5,,75.0,23.88888889
417,B,1.5,7.6,9.7,4.0,4.5,30.0,,71.0,21.66666667
418,B,1.0,,8.0,0.2,0.2,15.0,,58.0,14.44444444
419,B,1.0,,8.6,0.15,0.4,27.0,,72.0,22.22222222
420,B,1.0,8.3,8.8,0.05,0.1,30.0,,82.4,28.0
421,B,1.0,,7.6,0.15,0.15,31.0,,87.8,31.0
422,B,1.0,1.8,7.5,0.0,0.15,24.0,,78.0,25.55555556
423,B,1.0,,6.3,0.23,0.23,29.0,,83.0,28.33333333
424,B,0.0,2.4,7.8,0.35,0.35,22.0,,71.0,21.66666667
425,B,0.0,,7.9,0.45,0.45,21.0,,72.0,22.22222222
426,B,0.8,7.6,7.9,0.1,0.1,20.0,,70.0,21.11111111
427,B,1.0,8.5,8.5,0.1,0.1,30.0,,84.0,28.88888889
428,B,2.0,,8.7,0.1,0.25,22.0,,67.0,19.44444444
429,B,1.0,5.5,8.1,0.1,0.11,14.0,,58.0,14.44444444
430,B,1.5,,7.8,0.35,0.35,14.0,,55.0,12.77777778
431,B,1.5,,7.8,0.3,0.65,8.0,,45.0,7.222222222
432,B,1.5,7.2,7.9,0.2,0.4,7.5,,43.4,6.333333333
433,C,1.0,5.9,6.9,0.65,0.81,4.0,,45.0,7.222222222
434,C,1.0,,7.6,0.85,0.85,9.9,,43.0,6.111111111
435,C,0.9,,7.9,0.85,0.85,16.0,,60.0,15.55555556
436,C,1.0,,8.6,0.7,0.83,14.0,,45.0,7.222222222
437,C,1.0,,8.4,0.7,0.9,21.0,,,-17.77777778
438,C,0.5,,7.8,0.6,0.6,,,75.0,23.88888889
439,C,1.0,,9.3,0.4,0.45,27.0,,71.0,21.66666667
440,C,0.5,7.9,8.0,0.5,0.5,15.0,,58.0,14.44444444
441,C,1.0,8.2,9.5,0.4,0.4,28.0,,73.0,22.77777778
442,C,1.0,,8.8,0.5,0.5,29.0,,82.4,28.0
443,C,0.01,5.7,8.2,0.5,0.5,32.0,,80.6,27.0
444,C,0.5,,8.0,0.45,0.45,25.0,,78.0,25.55555556
445,C,0.0,6.3,6.7,0.6,0.6,29.0,,83.0,28.33333333
446,C,0.0,,8.3,0.5,0.5,24.0,,71.0,21.66666667
447,C,0.0,6.3,8.1,0.55,0.55,21.0,,72.0,22.22222222
448,C,0.0,,8.1,0.35,0.35,21.0,,68.0,20.0
449,C,1.5,,8.1,0.35,0.35,26.0,,83.0,28.33333333
450,C,0.5,6.2,8.4,0.25,0.25,21.5,,67.0,19.44444444
451,C,1.0,,8.3,0.4,0.4,15.0,,58.0,14.44444444
452,C,1.0,6.0,7.4,0.3,0.3,13.0,,55.0,12.77777778
453,C,1.0,6.5,8.1,0.1,0.1,7.5,,45.0,7.222222222
454,C,1.0,,7.9,0.35,0.35,11.0,,43.4,6.333333333
455,D,0.0,7.1,7.2,1.4,1.4,4.0,,45.0,7.222222222
456,D,0.0,,8.5,1.45,1.45,9.5,,43.0,6.111111111
457,D,0.0,6.9,7.0,0.9,0.95,14.0,,62.0,16.66666667
458,D,0.0,,8.4,0.85,0.95,14.0,,45.0,7.222222222
459,D,0.0,7.4,8.6,1.1,1.35,20.0,,,-17.77777778
460,D,0.0,,7.6,1.1,1.6,19.5,,75.0,23.88888889
461,D,0.0,,8.3,0.65,1.55,27.0,,71.0,21.66666667
462,D,0.0,6.3,8.2,0.1,1.6,15.0,,50.0,10.0
463,D,0.0,6.3,7.7,0.75,1.4,,,78.8,26.0
464,D,0.0,,8.2,0.8,1.6,29.0,,80.6,27.0
465,D,0.0,4.4,8.6,0.65,1.6,27.0,,78.8,26.0
466,D,0.0,,8.1,0.7,0.85,25.0,,78.0,25.55555556
467,D,0.0,4.1,5.6,0.65,1.6,28.0,,83.0,28.33333333
468,D,0.0,,8.3,0.6,1.5,24.0,,71.0,21.66666667
469,D,0.0,5.0,8.5,0.7,1.65,21.0,,71.6,22.0
470,D,0.0,,8.6,0.6,1.52,20.0,,68.0,20.0
471,D,1.0,,8.6,0.8,1.8,27.0,,83.0,28.33333333
472,D,0.0,8.5,8.8,0.7,1.05,19.5,,66.0,18.88888889
473,D,0.0,,8.8,1.2,1.4,14.5,,58.0,14.44444444
474,D,0.0,6.2,9.0,0.7,1.4,13.0,,55.0,12.77777778
475,D,0.0,10.0,9.3,1.1,1.3,7.0,,45.0,7.222222222
476,D,0.0,,8.8,1.05,1.45,10.0,,43.2,6.222222222
477,Bay,1.5,6.1,7.2,0.05,0.4,3.0,,43.0,6.111111111
478,Bay,1.0,,7.5,0.15,0.35,10.0,,43.0,6.111111111
479,Bay,1.2,9.0,7.0,0.25,0.35,,,17.0,-8.333333333
480,Bay,1.5,9.75,8.6,0.45,0.5,12.0,,45.0,7.222222222
481,Bay,1.5,7.6,9.1,0.3,0.7,18.0,,,-17.77777778
482,Bay,1.0,4.1,7.9,0.3,0.65,19.5,,75.0,23.88888889
483,Bay,1.2,8.0,8.7,0.4,0.45,23.0,,71.0,21.66666667
484,Bay,,,,,,,,57.9,14.38888889
485,Bay,1.5,7.3,8.4,0.4,0.64,26.0,,73.7,23.16666667
486,Bay,1.5,7.0,8.5,0.5,0.85,26.0,,83.0,28.33333333
487,Bay,1.0,5.0,8.6,0.4,0.8,27.0,,77.0,25.0
488,Bay,1.0,6.4,8.2,0.4,0.55,25.0,,78.0,25.55555556
489,Bay,1.5,6.0,8.1,0.6,0.68,28.0,,83.0,28.33333333
490,Bay,1.0,7.1,8.7,0.3,0.45,22.0,,71.0,21.66666667
491,Bay,1.0,5.2,8.6,0.2,0.45,20.0,,72.0,22.22222222
492,Bay,1.0,5.5,,0.35,0.55,20.0,,67.0,19.44444444
493,Bay,0.8,7.3,8.6,0.3,0.7,27.0,,83.0,28.33333333
494,Bay,1.0,5.3,8.8,0.26,0.35,19.5,,66.0,18.88888889
495,Bay,1.0,4.8,9.2,0.3,0.3,16.0,,57.7,14.27777778
496,Bay,1.0,7.8,9.9,0.4,0.6,13.0,,55.0,12.77777778
497,Bay,1.0,10.0,,0.3,0.5,7.5,,45.0,7.222222222
498,Bay,1.0,9.4,8.8,0.16,,9.5,,43.2,6.222222222
499,A,1.0,,7.9,0.8,0.8,5.0,,44.0,6.666666667
500,A,1.0,5.7,8.4,0.7,0.7,5.0,,38.8,3.777777778
501,A,1.0,,8.0,0.8,0.8,11.0,,52.0,11.11111111
502,A,1.0,8.1,7.8,0.75,0.75,10.0,,62.0,16.66666667
503,A,0.5,7.7,8.0,0.65,0.85,13.5,,52.0,11.11111111
504,A,1.0,,7.4,0.85,0.85,10.0,,41.0,5.0
505,A,1.0,6.8,,0.6,0.95,22.0,,72.0,22.22222222
506,A,1.0,,8.4,0.8,0.8,21.0,,72.0,22.22222222
507,A,1.0,2.5,9.1,0.2,0.65,22.0,,65.0,18.33333333
508,A,3.0,,8.2,0.45,0.8,24.0,,74.0,23.33333333
509,A,1.0,5.5,8.7,0.8,0.8,24.0,,71.0,21.66666667
510,A,1.0,,8.6,0.75,0.75,28.0,,78.0,25.55555556
511,A,3.0,4.2,8.3,0.4,0.65,27.0,,76.0,24.44444444
512,A,1.5,4.9,9.2,0.5,0.5,26.0,,72.0,22.22222222
513,A,3.0,4.5,8.5,0.35,1.1,30.0,,88.0,31.11111111
514,A,3.3,,7.9,0.4,1.3,27.5,,80.0,26.66666667
515,A,3.0,3.0,0.3,0.35,1.1,26.0,,76.0,24.44444444
516,A,2.0,3.6,8.9,0.65,0.9,24.0,,77.0,25.0
517,A,2.0,,7.8,0.5,1.1,21.0,,73.0,22.77777778
518,A,3.0,3.8,8.4,0.6,0.85,19.0,,70.0,21.11111111
519,A,3.0,4.9,8.2,0.6,0.8,14.0,,52.9,11.61111111
520,A,4.0,6.3,,0.2,0.85,12.0,,52.0,11.11111111
521,A,,6.3,8.1,0.5,1.0,18.0,,55.0,12.77777778
522,B,2.0,,7.9,0.42,0.42,6.0,,44.0,6.666666667
523,B,1.0,7.8,8.0,0.3,0.3,6.0,,38.8,3.777777778
524,B,1.5,,7.8,0.25,0.25,10.0,,52.0,11.11111111
525,B,1.5,9.3,7.7,0.4,0.4,12.0,,62.0,16.66666667
526,B,,8.1,7.8,0.4,0.4,,,52.0,11.11111111
527,B,1.5,,7.7,0.6,0.6,9.0,,41.0,5.0
528,B,1.5,6.5,,0.3,0.3,27.0,,72.0,22.22222222
529,B,2.0,,8.0,0.2,0.2,22.0,,72.0,22.22222222
530,B,2.0,3.0,8.7,0.01,0.01,25.0,,65.0,18.33333333
531,B,3.0,,8.3,0.1,0.1,26.0,,74.0,23.33333333
532,B,2.0,4.1,8.5,0.1,0.1,24.0,,71.0,21.66666667
533,B,2.0,,8.3,0.1,0.1,29.0,,78.0,25.55555556
534,B,3.0,3.9,8.1,0.23,0.23,,,75.0,23.88888889
535,B,,,,,,,,73.0,22.77777778
536,B,3.0,2.3,8.3,0.2,0.2,30.0,,84.0,28.88888889
537,B,3.0,,7.7,0.3,0.3,27.0,,80.0,26.66666667
538,B,2.5,0.0,7.8,0.1,0.25,25.0,,76.0,24.44444444
539,B,3.0,1.5,8.5,0.25,0.35,23.0,,78.0,25.55555556
540,B,3.0,,7.7,0.3,0.3,23.0,,73.0,22.77777778
541,B,3.0,2.6,8.2,0.2,0.2,20.0,,69.0,20.55555556
542,B,3.5,4.2,8.3,0.2,0.2,13.0,,52.9,11.61111111
543,B,3.0,5.3,,0.1,0.3,13.0,,52.0,11.11111111
544,B,,5.9,8.2,0.15,0.2,16.0,,55.0,12.77777778
545,C,1.0,5.9,8.3,0.55,0.55,5.0,,43.0,6.111111111
546,C,1.0,,8.3,0.6,0.6,4.0,,38.8,3.777777778
547,C,1.0,6.0,7.9,0.6,0.6,10.0,,52.0,11.11111111
548,C,1.0,,7.7,0.55,0.55,12.0,,62.0,16.66666667
549,C,1.0,,7.8,0.3,0.6,13.0,,52.0,11.11111111
550,C,1.0,9.9,8.3,0.6,0.6,9.0,,41.0,5.0
551,C,1.0,,,0.55,0.55,23.0,,70.0,21.11111111
552,C,1.0,4.8,8.1,0.4,0.4,23.0,,73.0,22.77777778
553,C,1.0,,8.5,0.4,0.4,19.5,,64.0,17.77777778
554,C,3.0,2.5,7.6,0.32,0.32,24.0,,72.0,22.22222222
555,C,2.0,,8.3,0.3,0.3,23.0,,71.0,21.66666667
556,C,2.0,4.0,8.4,0.3,0.3,27.0,,77.0,25.0
557,C,2.5,,7.9,0.25,0.25,26.0,,75.0,23.88888889
558,C,,,,,,,,,-17.77777778
559,C,3.0,,8.5,0.25,0.25,31.0,,82.0,27.77777778
560,C,2.5,5.5,7.9,0.3,0.3,28.0,,80.0,26.66666667
561,C,3.0,,7.9,0.2,0.2,25.0,,76.0,24.44444444
562,C,2.0,,8.7,0.2,0.2,24.0,,78.0,25.55555556
563,C,3.0,6.1,8.3,0.25,0.25,23.0,,73.0,22.77777778
564,C,3.0,,8.2,0.25,0.25,20.0,,68.0,20.0
565,C,3.0,,8.3,0.3,0.3,13.0,,52.9,11.61111111
566,C,3.0,,,0.2,0.2,13.0,,52.0,11.11111111
567,C,,,8.3,0.15,0.15,19.0,,54.7,12.61111111
568,D,0.0,9.7,8.8,1.0,1.25,6.0,,43.0,6.111111111
569,D,0.0,,9.2,1.1,1.35,5.0,,38.8,3.777777778
570,D,0.0,8.4,8.7,1.1,1.4,10.0,,52.0,11.11111111
571,D,0.0,,8.6,0.65,0.95,14.0,,62.0,16.66666667
572,D,0.0,,8.7,0.6,1.4,13.0,,52.0,11.11111111
573,D,0.0,9.6,9.0,0.7,1.5,10.0,,41.0,5.0
574,D,0.0,,,0.65,1.1,22.0,,70.0,21.11111111
575,D,0.0,4.1,9.3,0.8,1.4,19.5,,72.0,22.22222222
576,D,0.0,,8.7,0.7,1.3,19.5,,64.0,17.77777778
577,D,0.0,4.9,8.1,0.7,1.2,23.0,,71.0,21.66666667
578,D,0.0,,9.1,0.6,1.25,23.0,,71.0,21.66666667
579,D,0.0,5.5,8.7,0.5,0.9,26.0,,77.0,25.0
580,D,0.0,,8.9,0.4,1.3,26.5,,75.0,23.88888889
581,D,0.0,,9.3,0.05,1.1,24.0,,73.0,22.77777778
582,D,0.0,,9.3,0.5,1.05,31.0,,82.0,27.77777778
583,D,0.0,4.3,8.9,0.2,1.4,27.0,,80.0,26.66666667
584,D,0.0,,8.5,0.6,1.2,25.0,,76.0,24.44444444
585,D,0.0,,8.9,0.85,1.0,23.0,,78.0,25.55555556
586,D,0.0,3.9,8.7,0.7,1.1,19.0,,73.0,22.77777778
587,D,0.0,,8.8,0.8,1.25,21.0,,,-17.77777778
588,D,0.0,,9.1,1.0,1.0,11.5,,52.9,11.61111111
589,D,0.0,,,0.9,0.95,14.0,,52.0,11.11111111
590,D,,,9.1,0.9,1.0,18.0,,54.7,12.61111111
591,Bay,1.0,8.1,9.2,0.36,0.36,7.0,,43.0,6.111111111
592,Bay,1.0,9.0,9.3,0.1,0.1,8.0,,38.3,3.5
593,Bay,1.0,8.5,8.8,0.23,0.33,11.0,,51.0,10.55555556
594,Bay,1.0,9.2,9.1,0.2,0.35,11.0,,61.5,16.38888889
595,Bay,1.2,9.25,9.2,0.35,0.6,14.0,,51.8,11.0
596,Bay,1.0,9.9,9.4,0.25,0.45,10.0,,41.7,5.388888889
597,Bay,1.0,8.25,,0.3,0.65,21.0,,69.0,20.55555556
598,Bay,2.0,6.4,9.3,0.3,0.8,20.0,,71.0,21.66666667
599,Bay,2.0,5.0,8.6,0.15,0.15,21.0,,64.0,17.77777778
600,Bay,1.0,7.8,8.8,0.4,0.8,20.0,,70.0,21.11111111
601,Bay,2.0,4.35,9.2,0.4,0.4,23.0,,70.9,21.61111111
602,Bay,2.0,5.1,8.6,0.4,0.4,25.0,,77.0,25.0
603,Bay,3.5,5.4,8.7,0.25,0.75,26.0,,75.0,23.88888889
604,Bay,3.0,7.2,9.8,0.3,0.3,23.0,,72.0,22.22222222
605,Bay,3.0,4.1,9.1,0.4,0.7,30.0,,80.0,26.66666667
606,Bay,3.0,4.9,8.7,0.3,0.85,26.0,,79.3,26.27777778
607,Bay,3.0,4.0,8.5,0.35,0.55,25.0,,76.0,24.44444444
608,Bay,3.5,4.6,7.7,0.15,0.15,23.0,,78.0,25.55555556
609,Bay,3.0,4.2,,0.15,0.15,22.0,,72.9,22.72222222
610,Bay,3.0,4.6,8.6,0.6,0.6,19.0,,67.3,19.61111111
611,Bay,3.0,5.5,9.5,0.25,0.25,13.0,,52.9,11.61111111
612,Bay,3.5,3.8,,0.3,0.35,15.0,,52.0,11.11111111
613,Bay,,,8.4,0.3,0.35,16.0,,54.3,12.38888889
614,A,3.0,,7.7,1.0,1.0,7.0,,55.0,12.77777778
615,A,3.0,2.7,7.8,0.8,1.3,9.0,,51.0,10.55555556
616,A,2.0,,8.4,0.85,1.35,10.0,,,-17.77777778
617,A,2.0,7.6,8.2,1.15,1.15,12.0,,59.0,15.0
618,A,1.0,,,0.7,1.0,13.0,,45.0,7.222222222
619,A,2.0,,7.5,0.55,1.0,28.0,,83.0,28.33333333
620,A,1.0,2.3,7.5,0.4,1.1,22.0,,60.0,15.55555556
621,A,,,7.5,0.3,0.9,,,68.0,20.0
622,A,1.0,,7.0,0.5,0.9,26.0,,72.0,22.22222222
623,A,2.0,4.2,7.0,0.7,0.7,26.0,,72.0,22.22222222
624,A,,,7.0,0.9,0.9,,,83.0,28.33333333
625,A,2.0,,7.0,0.65,0.7,,,74.0,23.33333333
626,A,3.0,,7.5,0.3,0.3,,,84.0,28.88888889
627,A,2.0,,7.0,0.5,0.7,,,87.0,30.55555556
628,A,5.0,,7.0,0.5,0.6,,,82.0,27.77777778
629,A,0.0,4.5,7.0,0.6,0.8,26.0,,81.0,27.22222222
630,A,2.0,,7.0,0.6,0.8,,,82.0,27.77777778
631,A,0.0,,6.5,0.55,0.85,,,60.0,15.55555556
632,A,1.0,6.4,,1.5,1.5,10.5,,48.0,8.888888889
633,A,0.0,,6.5,,2.4,13.0,,57.0,13.88888889
634,A,2.0,7.7,7.0,0.5,1.0,5.0,,38.0,3.333333333
635,A,0.0,,7.0,0.8,0.8,7.5,,,-17.77777778
636,B,3.4,,7.5,0.3,0.3,10.0,,55.0,12.77777778
637,B,2.5,7.2,7.9,0.45,0.45,8.0,,50.0,10.0
638,B,2.0,,8.2,0.45,0.45,12.0,,,-17.77777778
639,B,3.0,7.8,8.2,0.45,0.45,12.0,,58.0,14.44444444
640,B,2.0,,,0.55,0.55,12.0,,45.0,7.222222222
641,B,2.0,4.2,8.0,0.1,0.2,27.0,,83.0,28.33333333
642,B,2.0,3.4,8.5,0.5,0.5,18.0,,60.0,15.55555556
643,B,,,9.0,0.1,0.1,,,68.0,20.0
644,B,3.0,,8.5,0.2,0.2,24.0,,72.0,22.22222222
645,B,3.0,3.3,7.0,0.1,0.1,25.0,,71.0,21.66666667
646,B,1.0,,7.0,0.1,0.35,,,83.0,28.33333333
647,B,3.0,3.2,,0.3,0.35,,,73.0,22.77777778
648,B,4.0,,7.0,0.2,0.2,,,75.2,24.0
649,B,3.0,,7.0,0.25,0.25,,,87.0,30.55555556
650,B,4.0,,9.0,0.1,0.1,,,82.0,27.77777778
651,B,0.0,3.5,7.5,0.28,0.3,27.0,,81.0,27.22222222
652,B,2.0,,8.0,0.1,0.1,,,82.0,27.77777778
653,B,1.0,,6.5,0.3,0.3,,,60.0,15.55555556
654,B,0.0,,7.5,,2.6,14.0,,56.0,13.33333333
655,B,0.0,,7.0,,,7.5,,,-17.77777778
656,C,3.0,6.8,7.0,0.4,0.4,9.5,,54.0,12.22222222
657,C,2.5,,7.9,0.45,0.45,8.0,,50.0,10.0
658,C,2.0,8.4,8.2,0.6,0.6,12.0,,,-17.77777778
659,C,2.0,,8.1,0.5,0.5,11.0,,57.0,13.88888889
660,C,2.5,7.7,,0.6,0.6,11.5,,45.0,7.222222222
661,C,1.0,,8.0,0.5,0.5,26.0,,82.0,27.77777778
662,C,1.0,,8.0,0.3,0.3,22.0,,59.0,15.0
663,C,,5.7,8.5,0.25,0.25,,,65.0,18.33333333
664,C,3.5,4.6,8.0,0.2,0.2,25.0,,70.0,21.11111111
665,C,2.9,,8.0,2.5,2.5,25.0,,71.0,21.66666667
666,C,3.0,3.8,8.5,0.2,0.2,28.0,,83.0,28.33333333
667,C,0.0,,9.0,0.35,0.35,,,73.0,22.77777778
668,C,4.0,3.3,7.0,0.2,0.2,,,84.0,28.88888889
669,C,3.0,,7.0,0.25,0.25,,,87.0,30.55555556
670,C,4.0,4.7,7.0,0.1,0.1,,,82.0,27.77777778
671,C,0.0,,8.5,0.35,0.35,28.0,,81.0,27.22222222
672,C,0.0,3.5,8.0,0.2,0.2,,,82.0,27.77777778
673,C,1.0,6.7,7.0,0.6,0.6,,,60.0,15.55555556
674,C,1.0,,7.0,,,10.3,,49.0,9.444444444
675,C,0.0,5.8,7.0,,,18.0,,56.0,13.33333333
676,C,2.0,,7.0,0.5,0.5,5.0,,38.0,3.333333333
677,C,0.0,5.6,7.0,0.7,0.7,7.5,,,-17.77777778
678,D,0.0,10.0,6.8,1.4,1.4,9.0,,52.0,11.11111111
679,D,0.0,,8.9,1.3,1.4,9.0,,50.0,10.0
680,D,0.0,8.3,9.6,1.3,1.45,11.0,,,-17.77777778
681,D,0.0,,9.2,1.25,1.35,11.0,,57.0,13.88888889
682,D,0.0,7.8,,0.8,1.5,12.0,,45.0,7.222222222
683,D,0.0,,6.0,0.1,0.4,25.0,,82.0,27.77777778
684,D,0.0,,6.0,0.6,1.4,21.0,,60.0,15.55555556
685,D,0.0,3.9,,0.9,1.5,18.0,,64.0,17.77777778
686,D,0.0,6.1,6.5,0.3,1.3,24.0,,70.0,21.11111111
687,D,0.0,,6.5,0.2,1.4,25.0,,71.0,21.66666667
688,D,,4.0,6.5,0.15,1.35,,,82.0,27.77777778
689,D,0.0,,6.5,0.55,0.7,,,74.0,23.33333333
690,D,0.0,5.0,7.0,0.85,1.2,,,83.0,28.33333333
691,D,2.0,,7.5,0.6,1.3,,,85.0,29.44444444
692,D,0.0,1.2,,0.3,0.95,,,80.0,26.66666667
693,D,0.0,,7.0,0.75,1.75,26.5,,81.0,27.22222222
694,D,0.0,4.2,7.0,0.7,1.2,26.0,,81.0,27.22222222
695,D,0.0,5.3,6.5,0.65,1.5,,,58.0,14.44444444
696,D,0.0,,6.5,,,10.3,,49.0,9.444444444
697,D,0.0,6.1,6.5,,,14.0,,54.0,12.22222222
698,D,1.0,,6.5,0.75,1.4,48.0,,38.0,3.333333333
699,D,0.0,5.2,6.0,1.1,1.35,6.5,,,-17.77777778
700,Bay,3.0,7.5,6.9,0.2,0.55,,,51.2,10.66666667
701,Bay,3.0,9.0,9.0,0.3,0.35,59.0,,49.9,9.944444444
702,Bay,3.0,5.7,9.9,0.1,0.3,12.0,,,-17.77777778
703,Bay,3.0,7.6,9.2,0.3,0.35,11.0,,57.0,13.88888889
704,Bay,3.0,8.3,,0.25,0.35,12.0,,45.0,7.222222222
705,Bay,3.0,4.4,7.5,0.3,0.7,25.0,,80.0,26.66666667
706,Bay,3.0,7.3,7.5,0.4,0.65,18.5,,58.0,14.44444444
707,Bay,2.5,8.3,7.5,0.2,0.7,20.0,,62.0,16.66666667
708,Bay,3.0,4.5,7.5,0.3,0.55,24.0,,70.0,21.11111111
709,Bay,3.0,5.9,8.5,0.3,0.65,23.5,,70.0,21.11111111
710,Bay,4.0,5.1,7.5,0.4,0.75,27.0,,82.0,27.77777778
711,Bay,4.0,3.5,8.0,0.4,0.4,,,73.0,22.77777778
712,Bay,4.0,4.2,7.5,0.4,0.6,,,83.0,28.33333333
713,Bay,4.0,4.2,7.5,0.6,0.6,,,85.0,29.44444444
714,Bay,4.0,4.0,7.5,0.4,0.4,,,80.0,26.66666667
715,Bay,3.0,6.5,7.5,0.5,0.7,27.0,,80.0,26.66666667
716,Bay,4.0,4.5,7.0,0.4,0.5,,,81.0,27.22222222
717,Bay,3.0,5.0,7.0,0.35,0.7,,,58.0,14.44444444
718,Bay,4.0,6.3,7.5,0.5,0.5,10.0,,47.8,8.777777778
719,Bay,0.0,8.1,7.0,,,12.0,,54.0,12.22222222
720,Bay,2.0,9.6,7.0,0.1,0.1,5.0,,37.0,2.777777778
721,Bay,2.0,6.8,7.0,0.3,0.6,7.5,,49.0,9.444444444
722,A,0.0,8.1,6.5,0.9,1.1,15.0,,53.0,11.66666667
723,A,0.0,,6.5,0.5,1.1,6.0,,50.0,10.0
724,A,0.0,,6.5,0.8,1.35,7.0,,43.0,6.111111111
725,A,1.0,,6.5,0.8,1.4,14.0,,58.0,14.44444444
726,A,1.0,6.4,6.5,0.6,1.0,12.0,,53.0,11.66666667
727,A,0.0,,5.5,0.3,0.8,17.0,,67.0,19.44444444
728,A,0.0,3.9,6.5,0.45,1.15,23.0,,75.0,23.88888889
729,A,1.0,,6.5,0.5,0.8,,,60.4,15.77777778
730,A,0.0,4.7,6.5,0.5,0.85,24.0,,70.0,21.11111111
731,A,0.0,,6.5,0.4,1.1,25.0,,73.0,22.77777778
732,A,0.0,2.7,6.5,0.4,1.0,28.0,,76.5,24.72222222
733,A,0.0,,7.0,0.6,0.85,29.0,,76.0,24.44444444
734,A,0.0,3.0,6.5,0.45,1.0,25.0,,80.6,27.0
